GENE	293A_WT_T22_AB_XF498	293A_LKB1_T22_AB	293A_PTEN_T22_AB	293A_VHL_T22_AB	293A_BAP1NUMBER2_16_T25_AB	293A_CDH1NUMBER2_15_T24_AB	293A_NF2NUMBER2_3_T24_AB	293A_WT_T21_AB_XF646	293A_PBRM1_T25_AB	293A_SETD2_T24_AB	293A_WT_T20_AB_XF804	293A_ARID1A_T21_AB	293A_NF1_T24_AB	293A_RB1_T21_AB	293A_TP53_T21_AB	293A_WT_T21_AB_XF821	293A_KEAP1_T22_AB	293A_g53BP1#1_T22_AB
SLC26A3	-22.144	-14.253	-21.268	-14.224	-21.089000000000002	-25.093000000000004	-19.271	-23.32	-24.044	-30.504	-26.881	-32.908	-18.0	-26.741999999999997	-15.731	-19.396	-18.129	-29.709
SLC26A4	-19.977	-21.889	-21.038	-18.457	-17.235	-20.853	-22.704	-29.621	-19.355999999999998	-20.05	-23.476	-30.511999999999997	-12.34	-22.184	-15.139000000000001	-14.085999999999999	-13.614	-25.555
SLC26A5	-13.505999999999998	-6.897	-14.67	-8.427	-11.132	-12.23	-9.264	-21.504	-8.02	-7.1979999999999995	-13.255999999999998	-21.302	-8.079	-11.79	-6.59	-8.717	-14.981	-28.955
SLC26A6	-20.268	-11.099	-11.844	1.077	-12.037	0.902	-11.474	-8.238999999999999	-10.899000000000001	-17.677	-13.485	-12.229000000000001	-7.367000000000001	-4.52	-11.231	-3.304	1.374	-13.271
SLC26A7	-22.914	-19.085	-26.121	-18.935	-21.635	-21.396	-26.759	-15.796	-25.595	-20.451	-26.002	-30.068	-12.662	-15.647	-15.213	-19.044	-15.609000000000002	-27.927
SLC26A8	-18.693	-13.703	-15.536	-9.462	-10.524000000000001	-14.804	-8.913	-24.721	-21.035	-11.597000000000001	-9.202	-22.576	-6.167999999999999	-13.642999999999999	-7.636	-14.883	-14.642000000000001	-26.885
SLC26A9	-19.234	-14.675999999999998	-12.791	-20.485	-13.732999999999999	-18.34	-18.686	-18.375	-23.174	-15.967	-19.135	-22.195	-9.594	-6.612	-15.237	-14.503	-11.126	-17.908
SLC27A1	-9.314	-8.9	-11.07	-25.089	-4.1930000000000005	-9.693999999999999	-2.123	-8.495	-6.694	-13.165	-14.784	-11.335999999999999	-11.277999999999999	-12.229000000000001	-11.079	1.8219999999999998	6.949	-21.074
SLC27A2	-29.763	-20.512	-31.769	-18.37	-25.711	-19.923	-11.530999999999999	-33.042	-26.849	-24.331999999999997	-27.796	-32.361999999999995	-9.243	-22.408	-18.35	-20.853	-19.547	-16.612000000000002
SLC27A3	-5.3039999999999985	-5.97	-15.929	-1.58	-1.035	-13.585999999999999	-7.5920000000000005	-14.405999999999999	-9.833	-3.955	-11.565999999999999	-13.543	-0.314	-9.543	-9.842	-7.392	-15.134	-5.159
SLC27A4	-25.643	-13.312	-21.601	-11.23	-18.815	-16.62	-9.193999999999999	-17.156	-24.218000000000004	-23.232	-23.153000000000002	-21.680999999999997	-9.738	-26.298000000000002	-14.165999999999999	-16.509	-15.356	-16.389
SLC27A5	-7.682	-13.755999999999998	-12.099	-12.027	5.282	-5.656000000000001	-4.263	-7.6160000000000005	0.509	-6.78	4.462	-11.613	3.342	-5.194	0.701	5.607	-6.517	-10.799
SLC27A6	-29.171	-10.461	-24.043000000000006	-16.265	-15.537	-25.434	-9.34	-23.964000000000002	-20.292	-23.55	-17.552	-32.669000000000004	-11.501	-20.345	-7.835	-22.656999999999996	-10.710999999999999	-17.523
SLC28A1	-12.533	-9.657	-15.075	-5.968	-17.947	-13.367	-10.290999999999999	-16.769000000000002	-12.798	-15.699000000000002	-12.604000000000001	-16.24	-9.677	-13.960999999999999	-12.908	-12.294	-12.193	-11.311
SLC28A2	-26.824	-22.297	-27.72	-20.847	-30.043000000000003	-29.385	-17.476	-26.612	-27.759	-31.189	-25.388	-30.906	-15.815999999999999	-28.94	-19.104	-20.730999999999998	-25.043000000000003	-16.590999999999998
SLC28A3	-29.181	-18.272	-29.593000000000004	-15.378	-23.293000000000003	-20.526	-15.687000000000001	-17.099	-21.962	-28.715999999999998	-19.221	-28.71	-12.345	-17.689	-22.205	-16.081	-19.148	-20.097
SLC29A1	-14.888	-10.387	-25.172	-13.441	-13.514000000000001	-15.795	-15.424000000000001	-24.214000000000002	-14.130999999999998	-17.868	-15.023	-15.206	-5.777	-9.956	-12.179	-15.395999999999999	-15.878	-14.758
SLC29A2	-10.702	-10.982	-7.3889999999999985	-7.691	-7.422000000000001	-8.635	-8.661	-10.342	-7.3870000000000005	-8.728	-10.741	-10.883	-2.287	0.9890000000000001	-8.749	-6.812	-14.863	-7.308
SLC29A3	-9.011	-10.66	-18.936	-8.021	-5.51	-5.593	-8.594	-12.329	-13.276	-16.333	-13.87	-8.391	-7.474	-11.062000000000001	-10.38	-9.62	-12.190999999999999	-20.062
SLC29A4	5.808	-4.2010000000000005	0.165	-17.137	1.172	1.9140000000000001	-7.004	4.037	2.261	0.469	-4.963	-8.791	-8.822000000000001	1.61	4.613	-6.74	-4.8260000000000005	-1.085
SLC2A1	-10.482	-0.69	-8.408	-8.948	-13.085999999999999	-6.732	-6.375	-3.8680000000000003	-5.468999999999999	-9.218	-8.113999999999999	-7.461	-3.742	-0.15	-2.265	-4.776	-7.8839999999999995	-5.26
SLC2A10	-10.167	-4.272	-21.821	0.546	-7.013	-4.06	-12.482999999999999	-8.943999999999999	-12.934000000000001	-7.739	-17.491	-15.115	-0.878	-4.625	-1.633	-7.817	-7.728	-10.095
SLC2A11	-22.242	-13.499	-16.664	-18.556	-14.915999999999999	-15.85	-11.605	-18.933	-18.986	-22.215	-16.948	-12.126	-10.690999999999999	-18.375999999999998	-8.47	-15.642999999999999	-11.667	-22.715
SLC2A12	-20.274	-14.527	-17.131	-9.81	-16.742	-16.688	-18.435	-16.948	-14.687999999999999	-12.946	-15.526	-21.081	-11.883	-11.729000000000001	-10.642000000000001	-11.770999999999999	-15.049000000000001	-21.537
SLC2A13	-23.349	-6.381	-22.757	-11.39	-7.7010000000000005	-18.713	-17.405	-18.639	-24.898000000000003	-26.916	-19.241	-23.092	-14.769	-14.967	-18.215999999999998	-20.419	-11.35	-20.055
SLC2A14	1.3530000000000002	1.319	2.448	2.6660000000000004	0.369	0.17	1.442	1.328	1.7369999999999999	4.732	4.939	-1.452	1.88	-0.63	2.4930000000000003	-0.78	-0.026000000000000002	0.411
SLC2A2	-21.559	-15.303	-21.364	-16.695999999999998	-22.125	-23.59	-12.445	-18.535999999999998	-16.984	-23.743000000000002	-21.787	-26.463	-17.188	-18.29	-15.001	-25.779	-9.795	-16.834
SLC2A4	-20.966	-15.674	-27.016	-12.915	-21.218000000000004	-22.083000000000002	-17.293	-27.983	-21.436999999999998	-18.599	-17.737000000000002	-15.812000000000001	-2.045	-11.88	-5.2139999999999995	-15.261	-6.704	-18.98
SLC2A4RG	-24.75	-15.684	-22.765	-7.226	-24.453000000000003	-20.984	-9.853	-15.565	-14.619000000000002	-16.215999999999998	-21.29	-24.283	-16.425	-16.699	-14.148	-22.733	-15.279000000000002	-22.232
SLC2A5	-8.504	-6.001	-0.061	-5.898	-0.589	5.112	-11.99	-5.4270000000000005	-4.993	-11.238	-9.37	-1.37	-2.799	-6.1339999999999995	1.253	5.95	-6.337999999999999	-9.601
SLC2A6	-4.8180000000000005	-7.301	-7.711	-1.08	-9.215	2.344	-3.639	-6.018	-8.416	-2.279	-14.74	-11.738	2.925	1.942	-3.0789999999999997	-4.803	-12.595	-13.863
SLC2A7	-7.235	-10.737	-8.136000000000001	-1.4169999999999998	-11.731	-13.106	-8.994	-20.739	2.7319999999999998	-10.001	-12.583	-6.739	-5.26	-12.158	-5.393	-6.115	-10.947000000000001	-20.225
SLC2A8	-23.338	-12.574000000000002	-21.486	-14.621	-22.791	-15.883	-13.470999999999998	-20.759	-16.121	-16.325	-23.316999999999997	-22.851999999999997	-15.562000000000001	-20.151	-15.76	-17.377	-23.16	-15.714
SLC2A9	-20.364	-14.284	-13.889	-10.153	-24.679000000000002	-21.201999999999998	-21.553	-16.33	-14.765	-14.702	-22.996	-22.285999999999998	-15.515	-15.765	-16.41	-19.808	-17.232	-11.466
SLC30A1	-27.298	-20.565	-31.2	-10.077	-19.715	-23.589000000000002	-8.275	-29.96	-17.667	-21.544	-25.316	-25.328000000000003	-11.762	-24.904	-11.267000000000001	-18.2	-18.195999999999998	-22.977
SLC30A10	-16.374000000000002	-15.561	-21.101	-10.013	-14.61	-17.047	-16.188	-13.019	-16.592	-20.791999999999998	-13.4	-19.209	-10.626	-12.342	-15.447000000000001	-7.747000000000001	-8.057	-10.571
SLC30A2	-12.666	-6.66	-17.89	-17.584	-9.363	-11.774000000000001	-10.978	-11.562999999999999	-11.36	-18.029	-14.252	-16.668	-8.39	-11.184000000000001	-11.427	-13.809000000000001	-16.773	-8.777999999999999
SLC30A3	-19.58	-15.532	-20.664	-10.303	-13.376	-14.788	-11.835	-24.971	-23.331	-20.052	-24.485	-24.936	-7.08	-18.834	-18.628	-10.41	-21.408	-22.088
SLC30A4	-27.27	-17.96	-20.7	-15.086	-14.85	-23.569000000000003	-11.667	-22.5	-18.207	-24.834	-21.335	-27.721999999999998	-17.246	-22.066999999999997	-22.419	-24.874000000000002	-22.070999999999998	-31.001
SLC30A5	-10.899	-13.499	-13.325	-7.1389999999999985	-13.193	-11.084000000000001	-7.841	-9.862	-14.912	-8.729	-8.911	-13.197000000000001	-11.325999999999999	-11.469000000000001	-12.446	-12.728	-12.353	-16.849
SLC30A6	-16.657	-3.151	-14.267	-10.128	-15.532	-14.860999999999999	-11.113	-20.796999999999997	-13.274000000000001	-17.428	-18.997	-26.275	-17.827	-11.681	-8.452	-12.152999999999999	-9.574	-25.406
SLC30A7	-19.294	-10.205	-16.652	-11.396	-13.402000000000001	-18.372	-13.835999999999999	-7.8870000000000005	-20.644000000000002	-15.652000000000001	-15.269	-20.764	-11.532	-17.508	-13.785	-10.264000000000001	-17.383	-14.499
SLC30A8	-10.542	-2.454	-18.763	0.489	-12.619000000000002	-12.332	-6.7139999999999995	-9.56	-9.152000000000001	-10.686	-6.994	-6.989	-14.877	-10.35	-0.5529999999999999	-11.300999999999998	-9.977	-4.62
SLC30A9	-7.251	6.617000000000001	-20.195	-0.391	1.686	-16.74	-15.11	-7.232	-9.28	-6.678	-7.006	-10.925	-6.787999999999999	8.076	9.523	-3.3089999999999997	1.276	-11.456
SLC31A1	-10.806	-9.504	-6.915	-3.776	-2.7030000000000003	-12.956	-3.54	-7.412000000000001	-2.2430000000000003	-2.697	-6.539	-7.859	2.508	-6.874	-0.059000000000000004	-12.424000000000001	-0.20600000000000002	0.017
SLC31A2	-21.332	-14.967	-29.805	-17.041	-20.351	-23.616	-13.493	-23.311999999999998	-17.995	-15.067	-27.668000000000003	-27.95	-2.62	-15.808	-6.29	-23.863000000000003	-11.978	-19.279
SLC32A1	8.231	1.412	-5.0280000000000005	-3.479	2.4019999999999997	-1.715	2.364	5.416	-2.533	0.6659999999999999	3.217	-3.7739999999999996	-7.824	1.9140000000000001	-2.006	6.093	-6.939	1.086
SLC33A1	-15.192	-8.141	-18.34	-11.154000000000002	-6.234	-18.257	-8.15	-11.387	-21.573	-12.352	-16.22	-21.89	-3.0260000000000002	-9.031	-6.615	-3.7939999999999996	-1.72	-10.523
SLC34A1	-19.494	1.128	-10.565	3.092	-11.823	-5.596	-11.118	-13.488	-13.425	-8.161	-11.283	-10.89	-7.011	-11.582	-4.102	-11.432	-1.008	-17.371
SLC34A2	-26.254	-19.111	-15.895	-22.253	-22.285	-23.71	-13.857999999999999	-19.660999999999998	-18.316	-19.125	-25.178	-26.303	-15.040999999999999	-14.355	-10.29	-16.264	-17.426	-19.288
SLC34A3	10.436	12.893	12.31	13.619000000000002	4.149	24.337	6.74	9.391	4.507	14.9	4.684	5.632999999999999	-0.9179999999999999	11.578	18.718	8.065	3.509	0.36
SLC35A1	30.588	11.946	4.819	12.777	-2.276	8.737	8.956	19.607	-3.23	-19.180999999999997	-9.316	-17.192999999999998	-13.232999999999999	-0.635	5.657	-12.117	-6.382999999999999	-3.656
SLC35A2	4.235	-5.933	8.163	-2.518	4.52	2.1430000000000002	-0.773	0.684	-10.264000000000001	-10.084	-8.201	2.722	-4.42	7.749	-1.25	-1.764	-1.449	-2.958
SLC35A3	-17.308	-10.238	-16.598	-12.196	-14.845	-18.807000000000002	-7.439	-21.063000000000002	-13.186	-16.375	-15.269	-19.963	-16.16	-7.4910000000000005	-12.7	-15.668	-17.362000000000002	-13.916
SLC35A4	-17.141	-12.232	-26.742	-3.519	-16.846	-22.434	-17.873	-18.56	-13.390999999999998	-19.724	-14.832	-24.443	-20.404	-14.874	-8.421	-18.956	-22.749000000000002	-11.899
SLC35A5	-12.927	-3.786	-1.4469999999999998	-7.945	-15.559000000000001	-15.735999999999999	-4.051	-18.972	-7.5329999999999995	-12.22	-5.043	-14.328	-3.22	-8.228	-6.007999999999999	-13.573	-8.629	-5.686
SLC35B1	55.31399999999999	30.956	47.13399999999999	27.065	40.198	40.54	26.468000000000004	38.971	32.616	36.64	30.538	58.088	27.675	39.698	31.015	28.484	42.004	36.526
SLC35B2	3.122	0.12	-5.375	-1.495	8.588	-0.807	4.069	-7.944	9.447000000000001	9.791	-0.159	-12.922	-10.579	13.843	4.099	-2.43	13.092	9.173
SLC35B3	-18.508	-14.963	-16.788	-3.907	-14.376	-26.462	-15.605	-16.605999999999998	-21.904	-13.684000000000001	-17.52	-26.619	-17.865	-15.232000000000001	-11.436	-17.875	-19.184	-27.379
SLC35B4	-12.165	-12.407	-7.329	-8.272	-6.6739999999999995	-14.273	-3.983	-9.03	-8.066	-11.317	-16.671	-19.401	-9.542	-3.3080000000000003	-10.802999999999999	-10.582	-9.892000000000001	-12.742
SLC35C1	-7.434	-5.448	-12.518	-2.43	-10.53	-4.632	-5.598	-9.037	-9.447000000000001	3.819	-5.34	-22.16	-10.498	-5.39	4.275	-0.183	-5.433	-13.627
SLC35C2	-11.911	-0.368	-25.25	-13.177	-7.821000000000001	-21.478	-13.215	-17.396	-8.738999999999999	-5.9239999999999995	-18.187	-18.543	-13.157	-11.739	-9.524	-13.966	-29.541	-23.917
SLC35D1	-8.994	0.508	-13.94	-6.417999999999998	2.092	-6.529	-5.718999999999999	-0.516	-13.547	-10.26	-6.945	-11.82	-5.303999999999999	-5.707000000000001	-1.815	-8.649	-15.720999999999998	14.557
SLC35D2	-10.116	-8.212	-10.53	0.91	-20.368	-14.520999999999999	-13.002	-15.029000000000002	-13.947000000000001	-10.022	-18.71	-15.215	-11.286	-13.042	-12.995999999999999	-17.141	-10.290999999999999	2.416
SLC35D3	-1.863	-3.909	-2.986	-5.734	12.780999999999999	-3.9160000000000004	4.72	-2.9160000000000004	-6.606	1.206	-2.6069999999999998	-7.251	1.63	-3.855	-1.92	-9.682	-0.046	-9.469
SLC35E1	-3.18	0.489	1.872	-4.905	-2.265	-8.052	-5.681	-6.122000000000001	-6.425	-8.687999999999999	-8.432	-7.305	-1.5619999999999998	-0.62	-0.341	-2.625	0.991	3.995
SLC35E2B	-6.488	-3.026	-11.487	2.2230000000000003	-20.437	-12.952	-15.72	-11.184000000000001	-9.015	-10.105	-8.734	-12.168	-11.642000000000001	3.1889999999999996	-13.329	-7.308	-7.072	-12.66
SLC35E3	-13.955	-11.498	-18.44	-14.449000000000002	-15.145	-11.145999999999999	-10.029	-20.531	-26.948	-14.635	-9.915	-19.625	-8.927999999999999	-0.84	-10.661	-17.859	-15.15	-17.128
SLC35E4	-15.082	-10.214	-16.704	-5.15	-16.883	-16.274	-17.008	-14.184000000000001	-11.210999999999999	-12.974	-23.822	-16.531	-8.581	-20.896	-12.998	-16.561	-18.869	-19.453
SLC35F1	-24.195	-10.568	-23.131	-20.645	-14.315999999999999	-23.087	-14.181	-15.777000000000001	-20.331	-16.374000000000002	-15.662	-32.552	-8.257	-17.401	-12.988	-15.527000000000001	-22.059	-20.207
SLC35F2	-22.497	-19.868	-18.593	-12.83	-23.49	-18.327	-12.902000000000001	-24.151	-19.342	-16.208	-12.935	-20.22	-14.734000000000002	-11.097000000000001	-16.347	-14.751	-11.577	-22.965
SLC35F3	-14.873	-13.028	-13.908	-10.67	-11.869000000000002	-21.252	-15.015999999999998	-11.96	-5.749	-6.246	-18.051	-26.854	1.276	-9.373	-10.017999999999999	-7.466	-17.702	5.1610000000000005
SLC35F4	-16.699	-10.701	-7.752000000000002	-12.966	-18.145	-15.698	-17.953	-19.81	-21.98	-15.286	-19.361	-19.768	-10.262	-14.83	-12.184000000000001	-16.647000000000002	-14.562000000000001	-21.974
SLC35F5	-24.806	-14.518	-29.708	-14.087	-18.837	-21.51	-16.664	-25.369	-17.717	-24.514	-24.066	-31.795	-13.509	-22.76	-14.925999999999998	-15.202	-20.958000000000002	-30.079
SLC35F6	-20.155	-11.454	-17.268	-9.292	-13.577	-18.668	-9.469	-23.006	-20.089000000000002	-19.998	-20.525	-22.281	-9.189	-17.087	-8.551	-11.402999999999999	-16.227	-19.504
SLC35G1	-10.562	-7.724	-16.383	-9.981	-0.504	-5.221	-5.095	-7.352	-0.607	-5.287999999999999	-13.954	-8.234	-8.75	-4.194	-7.79	-16.363	0.248	-23.502
SLC35G2	-25.653	-15.125	-19.943	-9.762	-18.005	-20.684	-18.118	-24.114	-21.935	-20.747	-22.346	-24.29	-11.453	-11.189	-10.411	-21.624000000000002	-18.959	-28.585
SLC35G3	-24.802	-18.338	-21.543000000000006	-13.97	-19.63	-17.628	-11.323	-21.195	-21.145	-14.991	-19.959	-20.067999999999998	-13.626	-16.977	-17.559	-15.592	-15.567	-20.171
SLC35G5	-9.718	-6.229	-11.296	-6.408	-8.318	-9.408999999999999	-7.612	-7.119	-6.004	-8.798	-2.489	-6.723	-3.188	-3.279	-4.266	-3.662	-5.619	-6.94
SLC36A1	-24.641	-14.767	-19.768	-20.301	-20.529	-19.623	-17.373	-20.774	-17.191	-15.14	-20.076	-28.79	-8.939	-13.745	-10.011000000000001	-13.267999999999999	-7.018	-24.645
SLC36A2	-14.997	-12.720999999999998	-21.338	-16.817999999999998	-23.436999999999998	-18.355999999999998	-12.255999999999998	-20.791999999999998	-14.195	-17.549	-15.647	-17.711	-9.139	-19.695999999999998	-12.375	-13.235	-13.875	-12.593
SLC36A3	-24.324	-18.67	-16.725	-8.863	-22.561999999999998	-19.644000000000002	-10.315999999999999	-21.558000000000003	-6.6770000000000005	-14.229000000000001	-21.320999999999998	-23.795	-8.986	-15.898	-10.203	-11.734000000000002	-18.46	-25.077
SLC36A4	-15.972	-14.366	-17.51	-19.121	-18.224	-20.83	-19.128	-16.31	-12.18	-10.390999999999998	-18.988	-24.541	-8.104	-17.134	-6.653	-16.024	-11.432	-29.409
SLC37A1	-26.52	-19.026	-19.273	-14.038	-13.782	-18.177	-15.798	-22.935	-16.511	-20.037	-29.090999999999998	-33.999	-11.315999999999999	-21.176	-13.148	-18.156	-21.639	-22.236
SLC37A2	-22.541	-21.931	-21.161	-15.044	-18.463	-19.19	-6.127000000000001	-10.13	-21.096999999999998	-21.840999999999998	-21.516	-20.191	-10.591	-20.378	-8.619	-8.408	-19.875999999999998	-20.308
SLC37A3	-21.51	-8.812999999999997	-23.261	-13.3	-23.826	-20.204	-17.76	-23.91	-19.221	-16.965999999999998	-23.372	-25.588	-17.825	-19.57	-13.314	-19.494	-17.47	-28.937
SLC38A1	-8.209	-1.639	-12.489	-7.662000000000001	-10.76	-15.78	-15.015999999999998	-14.054	-12.868	-10.025	-10.067	-12.07	-3.5439999999999996	-3.9989999999999997	-1.359	-6.574	-10.837	-12.395
SLC38A10	-3.285	4.561	2.448	4.166	-1.376	4.604	2.784	1.871	-1.796	2.012	1.08	-1.141	0.682	2.551	1.607	-6.4110000000000005	11.53	-13.599
SLC38A11	-19.448	-6.417000000000002	-13.7	-10.595999999999998	-15.215	-17.851	-13.907	-20.871	-14.513	-11.029000000000002	-16.559	-25.03	-7.231	-19.485	-10.064	-14.687000000000001	-13.556	-17.524
SLC38A2	0.769	0.001	-4.803	5.9689999999999985	5.782	-0.836	-0.214	-3.7230000000000003	-0.958	15.443	-3.3510000000000004	-7.169	-2.614	7.257999999999999	8.017999999999999	4.124	5.417999999999999	-5.062
SLC38A4	-14.949000000000002	-11.470999999999998	-6.351	-2.949	-1.9769999999999999	-12.981	-11.74	-5.69	-14.995	-10.497	-4.343999999999999	-22.267	-5.837000000000001	-11.807	-6.132000000000001	-12.308	-4.513999999999999	-20.915
SLC38A5	-17.942	-15.318	-14.276	-15.579	-8.382	-12.77	-8.896	-13.706	-17.18	-21.256	-12.436	-22.709	-14.534	-9.632	-4.311	-14.625	-5.659	-12.272
SLC38A6	-30.743	-20.247	-26.892	-27.894	-18.502	-23.44	-16.458	-31.811	-22.999000000000002	-21.315	-25.991999999999997	-31.656	-10.319	-25.846	-26.568	-21.903000000000002	-27.781	-29.276
SLC38A7	-9.907	-6.658	-15.050999999999998	-11.022	-10.632	-12.703	-8.144	-17.637	-8.062000000000001	-10.630999999999998	-18.93	-16.09	-3.795	-3.0239999999999996	-8.302	-13.495	-12.787	-9.752
SLC38A8	-22.541	-17.097	-24.079	-10.83	-11.715	-17.285	-14.042	-20.237000000000002	-21.145	-21.427	-23.954	-19.579	-11.823	-16.517	-12.287	-14.505	-20.996	-20.37
SLC38A9	-15.552	-18.03	-18.31	-15.034	-17.116	-10.168	-24.281999999999996	-23.323	-15.876	-20.357	-7.765	-17.308	-15.997	-15.321	-19.958	-19.445	-17.553	-17.27
SLC39A1	-10.233	-6.751	-13.529000000000002	-13.492	-8.314	-5.532	-5.74	-16.063	-11.242	-15.212	-13.505999999999998	-13.129000000000001	-3.093	-9.067	-8.692	-8.491	-14.925	-14.365
SLC39A10	-13.112	-9.46	-0.957	-1.157	-7.615	-13.923	-13.337	-10.737	-21.158	-15.918	-15.786	-13.651	-9.542	-13.628	-7.172000000000001	-11.217	-10.214	-15.902
SLC39A11	-25.858	-15.959	-17.854	-17.244	-20.623	-17.715	-22.115	-26.271	-14.651	-11.324000000000002	-18.159000000000002	-19.284000000000002	-3.654	-8.127	-10.484000000000002	-11.638	-11.216	-29.886
SLC39A12	-29.809	-23.979	-32.657	-19.884	-25.572	-26.304000000000002	-20.451	-27.739	-19.064	-21.5	-26.016	-31.258000000000003	-14.309000000000001	-21.254	-14.607000000000001	-26.363000000000003	-17.994	-21.433000000000003
SLC39A13	-17.71	-0.539	-9.613	14.144	0.192	-6.626	-0.925	-6.472	-4.533	0.14300000000000002	-16.582	-4.349	0.598	-3.15	4.386	3.5669999999999997	-9.591000000000001	-3.506
SLC39A14	-10.005	-6.416	-17.744	-14.061	-3.9160000000000004	-13.845999999999998	-5.069	-5.449	-13.085	-12.645	-10.517000000000001	-16.586	-8.751	-6.531000000000001	-6.074	-8.541	-6.442	-13.522
SLC39A2	-24.286	-13.146	-23.712	-22.918000000000006	-16.453	-24.326999999999998	-16.107	-22.28	-26.159000000000002	-22.229	-23.039	-27.524	-9.656	-19.782	-15.507	-17.29	-19.112000000000002	-26.401
SLC39A3	-17.090999999999998	-13.783	-10.808	-20.87	-12.625	-14.982000000000001	-19.221	-12.349	-12.949000000000002	-23.708000000000002	-14.504000000000001	-20.041	-8.987	-13.436	-12.984000000000002	-10.431	-9.509	-17.916
SLC39A4	-19.231	-13.556	-20.647	-20.678	-24.408	-16.54	-9.825	-19.467	-19.074	-15.962	-17.674	-13.075	-8.198	-11.935	-7.985	-14.655	-10.192	-18.089
SLC39A5	9.298	9.326	20.861	17.385	9.671	20.160999999999998	0.423	7.773	-3.844	11.73	14.802999999999999	15.448	-1.3319999999999999	8.611	7.818	2.298	2.3480000000000003	-3.522
SLC39A6	-26.816	-13.362	-33.805	-15.068	-17.44	-26.948	-17.968	-26.395	-18.68	-17.459	-25.503	-23.528000000000002	-20.69	-18.624000000000002	-20.504	-20.003	-23.368000000000002	-23.964
SLC39A7	-0.848	-4.222	-3.423	5.428	-0.565	2.07	-12.624	-4.737	2.574	-6.841	-4.863	-0.6609999999999999	-1.746	1.517	-3.7289999999999996	2.824	1.996	3.083
SLC39A8	-28.114	-21.552	-22.162	-24.096	-22.031999999999996	-22.206999999999997	-14.157	-25.034000000000002	-18.081	-19.642	-25.461	-23.324	-17.232	-22.155	-8.964	-25.198	-22.926	-24.027
SLC39A9	-4.544	-6.8660000000000005	-4.4460000000000015	-3.12	12.222999999999999	-6.47	-3.708	-3.092	-10.565	-7.43	0.9259999999999999	-7.655	-3.245	5.912999999999999	11.952	0.40700000000000003	6.608	-8.136000000000001
SLC3A1	-22.887	-5.942	-13.795	-8.669	-14.024000000000001	-14.512	-5.571000000000001	-10.94	-7.995	-3.0839999999999996	-18.473	-22.383000000000003	-12.898	-12.164000000000001	-8.559	-18.899	-12.59	-17.283
SLC3A2	-2.225	-0.662	-7.372000000000001	-17.173	-2.142	-5.827000000000001	-8.777000000000001	-6.32	-3.923	-7.734	-10.31	-16.797	-3.208	-3.725	-1.0170000000000001	-1.719	-5.901	-11.499
SLC40A1	-23.218000000000004	-6.315	-28.133000000000006	-11.524	-19.243	-22.331999999999997	-4.842	-27.252	-16.226	-19.467	-28.776999999999997	-29.56	-12.075	-19.018	-8.556000000000001	-16.142	-9.207	-21.899
SLC41A1	-21.63	-15.334	-13.918	-13.390999999999998	-14.767999999999999	-18.555999999999997	-8.895	-14.765	-16.429000000000002	-23.144000000000002	-20.570999999999998	-23.008000000000003	-1.475	-14.952	-8.663	-9.046	-6.415	-11.496
SLC41A2	-6.13	-12.906	-5.82	-3.194	-6.545	-14.663	-4.323	-12.823	-15.03	-9.729	-16.352999999999998	-21.554000000000002	-9.45	-17.495	-4.364	3.0789999999999997	-5.456	-23.873
SLC41A3	-10.043	-1.879	-14.332	-7.548999999999999	-4.792	-16.660999999999998	0.6859999999999999	-16.3	-11.079	-8.681000000000001	-10.737	-17.805	-17.995	-13.453	-7.348	-5.038	-15.880999999999998	-10.664
SLC43A1	-13.803	-9.355	-15.893	-13.39	-13.389000000000001	-10.677999999999999	-12.212	-12.362	-19.160999999999998	-13.873	-12.184000000000001	-15.427999999999999	-7.709	-10.282	-5.2139999999999995	-8.031	-12.790999999999999	-12.498
SLC43A2	-26.735	-21.186	-32.835	-23.503	-22.506999999999998	-18.857	-20.881999999999998	-27.104	-17.805	-16.802	-23.936999999999998	-19.668	-13.67	-11.520999999999999	-16.652	-15.578	-10.131	-26.985
SLC43A3	-18.216	-17.14	-13.091	-16.084	-12.418	-15.085999999999999	-10.947000000000001	-14.386	-18.090999999999998	-18.615	-11.895999999999999	-18.948	-12.446	-10.450999999999999	-4.638	-12.042	-14.974	-15.565
SLC44A1	-20.786	-7.98	-19.574	-11.413	-13.314	-20.845	-15.683	-20.186	-16.362000000000002	-14.783	-21.463	-21.967	-7.317	-20.465	-4.919	-14.062000000000001	-18.654	-18.978
SLC44A2	-6.374	-6.621	-7.7029999999999985	-11.757	-7.357	-20.375	-13.827	-15.981	-1.617	-22.778000000000002	-8.421	-18.076	-9.377	-10.779000000000002	-6.4479999999999995	-7.404	-3.409	-16.802
SLC44A3	-13.925999999999998	-10.104	-4.046	-6.617000000000001	-4.367	-10.398	-7.515	-8.355	-7.805	-4.57	-4.57	-13.440999999999999	-3.8160000000000003	-15.860999999999999	-0.505	-7.841	-4.748	-3.045
SLC44A4	-6.601	-17.414	-5.997999999999998	-13.388	2.008	-14.187000000000001	-5.525	-11.747	1.475	-15.243	-6.718999999999999	-14.917	-11.710999999999999	-11.965	-7.821000000000001	-5.86	2.935	-15.837
